idDocumentSentence1,idDocumentSentence2,cosine,sentence
3258567,5230136,0.685439,"Em relação especificamente aos usuários de maconha, o ministro Ricardo Lewandowski aprovou a decisão do STF de descriminalizar o porte do entorpecente."
3258542,5230129,0.848768,"O Cria Prevenção e Cidadania vai ser implantado em municípios de três estados, mas a meta é se espalhar pelo resto do Brasil até dois mil e vinte e seis."
4372940,5230138,0.950149,"Mas a ideia é que até dois mil e vinte e seis, as cento e sessenta e três cidades prioritárias do PRONASCI, onde há maiores índices de violência, também participem da iniciativa."
3258550,5230131,0.854523,"O Cria vai capacitar professores para alertar, nas escolas, sobre o risco do uso de substâncias psicoativas como drogas e álcool."
4372944,5230140,0.506874,"E isto, com certeza, servirá para aliviar a superlotação das prisões brasileiras."
3258556,5230133,0.741892,"O desafio do governo não é apenas enfrentar a criminalidade com inteligência e força de segurança, mas também fortalecer a resiliência das comunidades vulneráveis diante do assédio do crime organizado."
3258560,5230135,0.654723,"Ele reúne dados das áreas de saúde e segurança pública para detectar novas substâncias psicoativas no país, principalmente as sintéticas."
3258538,5230128,0.916489,"Para evitar o uso de drogas entre crianças e adolescentes, o Ministério da Justiça lançou um programa com foco no ambiente escolar."
3258609,5230137,0.836577,"Essa distinção que o Supremo Tribunal Federal está fazendo entre o usuário e o traficante poderá contribuir para que aqueles que são meros usuários não sejam presos e tenham um tratamento distinto, diferenciado."
3258546,5230130,0.914548,"Prevenção é a palavra chave do programa contra uso de drogas voltado para crianças e adolescentes, lançado nesta quarta-feira pelo Ministério da Justiça."
4372942,5230139,0.593925,"Que vai funcionar integrando os órgãos como a Receita e a Polícia Federal."
3258554,5230132,0.832277,"O estado do Ceará e municípios de São Paulo e do Piauí foram os primeiros a aderir ao programa."
3258558,5230134,0.859226,"O governo também anunciou o sistema de alerta rápido sobre novas drogas."
