idFrame,Count
3,1
12,1
23,1
30,8
48,1
56,1
58,11
60,7
67,1
71,1
94,6
101,2
123,3
131,2
157,9
162,1
169,4
171,4
175,9
176,4
178,2
179,1
183,9
196,1
237,1
238,1
252,1
272,5
277,1
278,7
295,1
300,1
337,2
350,1
359,3
374,7
377,1
379,1
382,2
390,1
392,4
398,7
466,2
470,1
479,2
486,2
490,3
491,9
493,1
505,1
524,6
535,8
611,6
618,4
621,1
623,1
716,1
748,1
756,14
791,1
846,1
921,1
956,6
957,2
996,1
999,1
1000,2
1029,2
1046,1
1063,1
1120,1
1140,1
1187,2
1190,4
1253,1
1270,1
1375,5
1423,1
1441,2
