idDocumentSentence1,idDocumentSentence2,cosine
3112660,5230009,1
3112662,5230010,1
3112664,5230011,1
3112666,5230012,1
3112668,5230013,1
3112670,5230014,1
3112672,5230015,1
3112674,5230016,1
3112676,5230017,1
3112678,5230018,1
3112680,5230019,1
3112682,5230020,1
3112684,5230021,1
3112686,5230022,1
3112688,5230023,1
3112690,5230024,1
3349207,5230025,1
4361554,5230026,1
4361556,5230027,1
4361558,5230028,1
