11335,0.870409
3193,0.863398
6771,0.858625
11205,0.853339
9881,0.851215
7245,0.842777
11505,0.842595
5846,0.840868
2369,0.837098
2811,0.824118
12007,0.820649
7386,0.805859
7777,0.795104
15180,0.79498
10493,0.791653
7109,0.784094
6572,0.774348
9290,0.767972
12204,0.763435
14459,0.763085
15655,0.761542
12117,0.75951
15500,0.758842
15278,0.75758
13077,0.755008
13653,0.753854
5686,0.752787
7324,0.750083
11555,0.749716
3151,0.745431
5578,0.744419
14017,0.742754
4271,0.741267
4437,0.740601
14458,0.740377
3164,0.737798
15352,0.736624
7597,0.735964
15473,0.735916
3700,0.735164
10156,0.73381
9138,0.732274
14718,0.731357
12307,0.731106
3144,0.726808
9969,0.725314
11098,0.724
8846,0.720325
10408,0.719451
6949,0.718356
5530,0.715521
8007,0.715229
9450,0.712977
6366,0.711207
7216,0.709944
9553,0.707759
15664,0.707715
12670,0.706706
3772,0.706575
10352,0.705553
8014,0.703045
13925,0.702416
14765,0.70203
15416,0.700327
4882,0.699308
6337,0.698935
4331,0.698378
6725,0.698339
8581,0.697558
10869,0.695362
9524,0.693608
15534,0.692282
9942,0.691782
12801,0.690458
4921,0.687817
10795,0.686394
4662,0.684433
7255,0.683751
12345,0.683667
14803,0.682025
2401,0.681351
4303,0.681306
15456,0.680177
3155,0.679793
5594,0.679709
12514,0.679517
8475,0.677661
12190,0.674911
11278,0.674755
14445,0.672922
2884,0.672857
13052,0.672624
15659,0.671776
5296,0.67155
10510,0.668314
8432,0.667779
10031,0.667236
9049,0.666663
7349,0.666592
11437,0.666424
8272,0.663635
4784,0.663286
4125,0.662944
4389,0.661799
10212,0.66158
2515,0.660695
5652,0.659844
8752,0.659802
6509,0.65884
11724,0.658553
11105,0.658547
5971,0.658514
9510,0.658118
14165,0.657824
13652,0.65782
6287,0.657586
4227,0.657421
15692,0.657273
8377,0.657233
7260,0.657132
14003,0.656992
15501,0.655751
8267,0.655572
7001,0.655317
15768,0.653747
4085,0.653713
13504,0.653302
13636,0.653047
10086,0.652555
9061,0.652394
12896,0.651564
3483,0.65131
8283,0.650323
5305,0.650191
7825,0.650182
9176,0.649811
6670,0.645988
13952,0.645942
11365,0.645461
13588,0.645445
8570,0.644896
13064,0.644622
10171,0.644373
3368,0.644298
4931,0.644105
11175,0.643043
12478,0.642389
9649,0.642286
8851,0.641923
8709,0.641626
14463,0.640411
13424,0.64003
2485,0.638922
12390,0.638355
10271,0.636881
2907,0.634206
7153,0.631753
9614,0.631527
11936,0.631499
6870,0.630737
9706,0.629537
12250,0.629513
6539,0.629234
12874,0.629152
14694,0.629149
12797,0.628989
13706,0.628819
11304,0.628275
11985,0.627174
4373,0.627013
13961,0.626662
11774,0.626203
12592,0.625648
3485,0.62556
2594,0.625237
11290,0.624815
7509,0.62433
12301,0.623989
12419,0.623037
10559,0.622941
4773,0.622754
9759,0.622621
6026,0.622288
4742,0.620849
7732,0.620648
15402,0.620484
6792,0.620298
6414,0.618615
3407,0.618187
12628,0.618163
12534,0.617376
7174,0.617366
6370,0.617105
4864,0.616986
10872,0.616869
3436,0.61675
9929,0.615788
3699,0.61548
13625,0.615385
9828,0.61464
10236,0.613575
11672,0.613265
6694,0.613185
12732,0.613137
12750,0.612523
9128,0.611934
11921,0.611404
3489,0.610507
5617,0.610507
12638,0.610032
12955,0.609092
5674,0.60891
12461,0.60804
9733,0.60736
9531,0.607308
13789,0.607298
3130,0.60656
5417,0.606446
13115,0.606272
13735,0.606151
3277,0.605028
4848,0.604334
13203,0.603969
2810,0.603436
10469,0.60313
11213,0.602965
15172,0.602872
7102,0.602749
2803,0.602548
15598,0.602043
4869,0.601109
12460,0.600991
15620,0.600867
15162,0.600579
9590,0.599653
12489,0.599156
7914,0.598512
12575,0.598044
2664,0.596541
14628,0.595901
2789,0.595242
11313,0.595091
9252,0.594006
11521,0.593883
10322,0.593129
10418,0.592523
2372,0.592517
3671,0.59217
8224,0.591111
5137,0.591033
9516,0.590696
6492,0.589268
3128,0.589191
6209,0.589178
2751,0.588802
6248,0.588783
7891,0.58866
12924,0.588496
5483,0.58842
6784,0.588365
10016,0.588221
6062,0.588193
15575,0.587981
12977,0.587803
10816,0.587684
14961,0.587096
11424,0.586165
9980,0.586068
10485,0.585887
8145,0.585779
8380,0.585691
4160,0.58569
3966,0.585445
10427,0.585436
14212,0.585412
9646,0.584928
2813,0.584768
4782,0.584635
3881,0.584425
7771,0.583873
5058,0.583394
14104,0.58324
15299,0.582945
14990,0.582786
4324,0.582602
12883,0.582286
2460,0.582274
10033,0.5822
15441,0.581593
13089,0.581216
2358,0.580394
4789,0.580337
