idDocumentSentence1,idDocumentSentence2,cosine
3111662,5229878,1
3111664,5229879,1
3111666,5229880,1
3111667,5229881,1
3111669,5229882,1
3111671,5229883,1
3111673,5229884,1
3111677,5229885,1
3111679,5229886,1
3111681,5229887,1
3111683,5229888,1
3111685,5229889,1
4361528,5229890,1
4361530,5229891,1
4361532,5229892,1
