idDocumentSentence1,idDocumentSentence2,cosine
3118766,5229524,1
3118768,5229525,1
3118770,5229526,1
3118772,5229527,1
3118780,5229528,1
3118782,5229529,1
3118784,5229530,1
3118786,5229531,1
3118788,5229532,1
3118790,5229533,1
3118792,5229534,1
3118794,5229535,1
3118796,5229536,1
3118798,5229537,1
3118800,5229538,1
3118802,5229539,1
3118804,5229540,-1
5229262,5229541,1
5229263,5229542,1
5229264,5229543,1
5229265,5229544,1
5229266,5229545,1
5229267,5229546,1
5229268,5229547,1
