idDocumentSentence1,idDocumentSentence2,cosine
3117268,5230071,1
3117270,5230072,1
3117272,5230073,1
3117274,5230074,1
3117276,5230075,1
3117280,5230076,1
3117284,5230077,1
3117286,5230078,1
3117290,5230079,1
3117292,5230080,1
3117294,5230081,1
3117296,5230082,1
3117298,5230083,1
3117300,5230084,1
3117302,5230085,1
3117304,5230086,1
3117306,5230087,1
3117308,5230088,1
4372930,5230089,1
4372932,5230090,1
4372936,5230091,1
4372938,5230092,1
