idDocumentSentence1,idDocumentSentence2,cosine
3195147,5230174,1
3195149,5230175,1
3195151,5230176,1
3195153,5230177,1
3195155,5230178,1
3195157,5230179,1
3195159,5230180,1
3195161,5230181,1
3195163,5230182,1
3195165,5230183,1
3195167,5230184,1
3195169,5230185,1
3195171,5230186,1
3195173,5230187,1
3195175,5230188,1
3195177,5230189,1
3195179,5230190,1
3195181,5230191,1
4380228,5230192,1
4380230,5230193,1
