idDocumentSentence1,idDocumentSentence2,cosine
3258538,5230128,1
3258542,5230129,1
3258546,5230130,1
3258550,5230131,1
3258554,5230132,1
3258556,5230133,1
3258558,5230134,1
3258560,5230135,1
3258567,5230136,1
3258609,5230137,1
4372940,5230138,1
4372942,5230139,1
4372944,5230140,1
