idLU
868
871
875
876
997
1018
1193
1201
1236
1479
1482
1516
1724
2845
2846
2852
3158
3173
3243
3259
3269
3274
3371
3470
3883
3886
3892
3893
3895
4223
5400
5891
8257
9344
11387
11573
12266
13870
15387
16500
16648
19217
19261
19539
19701
20164
20474
20483
20539
20553
20647
20651
20673
20675
20737
20782
20794
20800
20818
20820
20825
20826
20828
20929
20979
20987
20989
20992
20993
21000
21001
21012
21015
21020
21022
21045
21089
21090
21163
21176
21189
21228
21231
21232
21233
21235
21251
21260
21267
21268
21384
21409
21424
21444
21513
21515
21523
21541
21542
21549
21678
21751
21804
21964
22133
22156
22323
22456
22471
22474
22476
22479
22481
22600
22655
22863
22900
23027
23031
23451
23693
23829
23831
23832
23835
23877
23882
23887
23888
23899
23919
23951
23998
24006
24013
24016
24022
24462
24544
24545
24546
24576
24664
24666
24667
24668
24681
24683
24684
24685
24689
24690
24693
24696
24699
24719
24735
24736
24737
24738
24739
24741
24743
24745
24746
24747
24748
24749
24750
24771
24781
24788
24789
24790
24812
24822
24824
24825
24828
24830
24831
24834
24857
24920
24932
24933
24934
24940
24941
24948
24949
24950
24953
24954
24955
24959
24960
24962
24965
24966
24970
24976
24981
24986
24987
24989
24996
24997
25002
25003
25004
25006
25015
25026
25027
25032
25043
25052
25062
25064
25065
25066
25090
25091
25098
25099
25104
25105
25107
25111
25117
25118
25119
25120
25121
25123
25124
25125
25129
25130
25131
25134
25137
25139
25155
25156
25157
25160
25162
25166
25185
25187
25188
25190
25194
25200
25202
25203
25208
25212
25217
25223
25224
25230
25231
25233
25234
25235
25239
25249
25260
25268
25282
25283
25284
25290
25291
25311
25313
25316
25341
25344
25354
25384
25392
25399
25484
25485
25494
25514
25517
25539
25540
25548
25566
25571
25579
25582
25589
25596
25602
25610
25611
25615
25626
25636
25639
25640
25675
25676
25685
25686
25695
25697
25709
25725
25726
25734
25743
25748
25837
25848
25871
25895
25896
25897
25933
25952
26008
26011
26012
26014
26015
26016
26017
26018
26038
26046
26051
26052
26057
26059
26060
26070
26095
26156
26684
26883
26983
27030
27192
27194
27323
27525
27528
27775
27776
27790
27802
27822
27827
27834
27836
27860
27861
27866
27867
27907
27919
27937
28078
28080
28085
28101
28103
28105
28111
28112
28123
28124
28130
28198
28247
28250
28254
28256
28257
28519
28522
28523
28527
28528
28529
28530
28531
28532
28534
28535
28537
28548
28551
28552
28554
28558
28560
28758
28764
28765
28771
28775
28776
28779
28781
28782
28786
28790
28791
28793
28802
28804
28814
28836
28890
28891
28952
28992
29017
29225
29230
29266
29268
29279
29281
29282
29296
29331
29341
29512
29667
29683
29692
30742
31004
31065
31078
31103
31258
31368
31425
31429
31440
31441
31462
31483
31484
31485
31486
31488
31489
31494
31495
31497
31498
31500
31501
31502
31505
31506
31507
31508
31510
31511
31515
31518
31521
31522
31523
31525
31526
31527
31528
31529
31531
31538
31539
31540
31541
31544
31546
31548
31549
31550
31551
31552
31562
31563
31565
31566
31567
31569
31573
31574
31576
31577
31578
31588
31589
31596
31597
31609
31617
31618
31619
31620
31623
31626
31633
31635
31636
31637
31638
31643
31644
31652
31672
31677
31678
31679
31680
31689
31701
31820
31885
31888
31925
32056
32122
32131
32132
32156
32904
32905
34568
36184
36406
37210
37264
37376
37421
37443
37461
37475
37522
37523
37543
37585
37599
37880
38511
38543
38565
39487
39493
40321
40327
40416
40472
40548
40611
40626
40642
40690
40691
40829
41011
41412
42422
42648
42734
43757
43880
44100
44141
44179
44185
44284
44302
44520
44547
44555
44556
44579
44592
44611
44702
44758
44768
44771
44820
44827
44890
44956
45133
45188
45190
45194
45294
45336
45355
45357
45378
45440
45465
45466
45637
45792
45818
45933
45939
45962
45970
45971
45980
46000
46010
46025
46027
46032
46035
46049
46051
46078
46118
46126
46146
46164
46172
46173
46185
46189
46280
46308
46346
46347
46353
46501
46546
46560
46599
46677
46685
46695
46709
46810
46824
46884
46885
46940
46941
47130
47293
47304
47344
47347
47475
47481
47515
47522
47533
47670
47760
47826
47860
47861
48067
48069
48095
48230
48385
48503
48560
48571
48589
48614
48650
48686
48793
48794
48797
48802
49021
49094
49222
49223
49263
49613
49731
49747
49759
49808
49898
49901
49946
49965
49998
50133
50320
50362
50367
50370
50378
50417
50449
50492
50493
50570
50571
50596
50600
50608
50752
50823
51000
51079
51096
51149
51170
51211
51378
51380
51389
51468
51484
51493
51525
51553
51574
51627
51752
51769
51770
52181
52183
